Customer_ID,Age,Gender,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response,Churned
317,69,Male,146.61,4671.4,7,16,6,0,3,34,TRUE,Unsubscribed,TRUE
318,40,Male,83.55,4400.02,18,95,1,0,2,338,TRUE,Unsubscribed,FALSE
319,59,Male,76.28,1428.63,6,94,2,1,1,242,FALSE,Ignored,TRUE
320,67,Male,179.18,1002.25,13,23,8,1,1,182,FALSE,Responded,FALSE
321,18,Male,57.35,9052.45,1,29,0,2,4,53,FALSE,Ignored,TRUE
322,37,Male,161.92,4548.75,18,8,6,1,5,363,FALSE,Unsubscribed,TRUE
323,35,Male,179.68,5978.92,1,84,8,0,4,327,TRUE,Responded,TRUE
324,66,Male,139.87,2064.23,9,72,8,1,4,158,TRUE,Responded,FALSE
325,21,Male,35.16,6070.08,19,77,6,2,1,143,TRUE,Ignored,FALSE
326,19,Female,146.11,2459.87,8,20,8,3,2,226,FALSE,Unsubscribed,TRUE
327,54,Female,122,2987.33,17,31,9,2,4,94,FALSE,Ignored,TRUE
328,22,Female,105.82,2299.19,11,28,4,4,1,323,FALSE,Unsubscribed,TRUE
329,34,Male,131.94,8809.25,16,16,7,0,1,79,TRUE,Unsubscribed,FALSE
330,65,Female,104.49,2877.84,2,24,4,2,3,258,FALSE,Responded,FALSE
331,28,Female,156.7,3922.77,3,59,8,3,1,235,TRUE,Unsubscribed,FALSE
332,63,Female,52.08,2809.02,17,95,1,1,2,238,TRUE,Unsubscribed,FALSE
333,58,Female,50.81,2186.04,12,84,1,1,4,203,TRUE,Unsubscribed,FALSE
334,45,Male,77.73,3357.26,16,14,9,0,5,341,FALSE,Unsubscribed,TRUE
335,61,Male,33.34,1213.88,6,39,8,2,2,93,TRUE,Responded,FALSE
336,49,Female,172,5454.86,3,39,7,0,5,177,FALSE,Unsubscribed,TRUE
337,38,Male,158.89,1342.34,13,3,5,3,1,230,FALSE,Unsubscribed,TRUE
338,24,Female,117.91,3639.44,13,43,5,4,5,363,TRUE,Responded,TRUE
339,27,Male,196.28,8830.08,15,52,9,3,3,327,TRUE,Ignored,FALSE
340,45,Male,33.07,3754.7,2,69,4,4,1,237,FALSE,Unsubscribed,TRUE
341,53,Female,67.95,5194.79,15,70,1,2,2,112,TRUE,Unsubscribed,FALSE
342,30,Male,59.47,6525.79,12,64,1,0,3,279,TRUE,Ignored,TRUE
343,36,Female,162.03,8574.75,7,54,9,2,5,23,FALSE,Responded,FALSE
344,67,Female,45.96,1022.8,3,63,5,1,1,23,FALSE,Ignored,TRUE
345,28,Female,171.2,7561.43,10,34,1,2,5,114,FALSE,Unsubscribed,FALSE
346,52,Female,139.08,6933.09,11,89,3,1,2,355,FALSE,Ignored,FALSE
347,51,Female,30.62,8679.94,18,93,0,3,5,144,FALSE,Unsubscribed,FALSE
348,61,Female,165.98,1130.51,7,86,2,3,5,254,FALSE,Unsubscribed,FALSE
349,21,Male,133,3126.38,7,45,7,4,4,157,TRUE,Ignored,TRUE
350,30,Female,182.9,6973.49,12,15,9,4,3,153,TRUE,Unsubscribed,TRUE
351,54,Male,154.77,317.98,17,69,4,2,5,311,FALSE,Ignored,TRUE
352,67,Male,170.58,8593.99,15,80,1,4,5,298,TRUE,Unsubscribed,TRUE
353,57,Female,118.45,4399.87,17,64,3,1,3,38,TRUE,Ignored,TRUE
354,42,Male,72.85,2856.84,7,37,6,3,5,349,FALSE,Unsubscribed,TRUE
355,54,Male,194.28,150.01,9,13,8,0,3,264,TRUE,Responded,FALSE
356,53,Male,60.72,1944.4,16,39,5,0,5,182,TRUE,Ignored,FALSE
357,24,Female,78.65,8686.13,11,94,1,0,5,236,FALSE,Ignored,TRUE
358,21,Male,110.45,2738.4,10,31,0,0,3,358,TRUE,Ignored,TRUE
359,58,Male,120.66,3740.35,9,84,1,3,5,127,FALSE,Ignored,TRUE
360,51,Male,177.37,3046.1,11,84,5,4,4,158,TRUE,Responded,TRUE
361,46,Male,146.85,1612.8,11,32,7,3,5,69,FALSE,Ignored,TRUE
362,22,Male,132.13,9025.95,18,76,7,2,5,10,TRUE,Unsubscribed,TRUE
363,50,Female,192.49,3341.37,5,70,4,3,5,339,TRUE,Unsubscribed,FALSE
364,63,Female,168.37,7063.96,5,78,4,0,1,95,TRUE,Responded,FALSE
365,69,Male,129.39,3419.5,18,63,3,1,4,334,FALSE,Ignored,TRUE
366,23,Female,22.4,3987.65,16,47,7,4,3,256,TRUE,Unsubscribed,FALSE
367,51,Female,129.13,5560.54,9,33,7,1,3,360,FALSE,Responded,FALSE
368,25,Male,198.04,1317.87,2,33,4,4,4,35,FALSE,Ignored,FALSE
369,48,Male,167.26,8200.9,16,29,2,0,4,112,TRUE,Responded,TRUE
370,38,Female,47.37,2420.39,12,94,2,4,1,174,TRUE,Unsubscribed,TRUE
371,25,Male,161.13,5968.32,17,75,4,2,3,236,TRUE,Unsubscribed,TRUE
372,62,Female,120.02,4335.81,3,20,4,3,1,342,FALSE,Unsubscribed,FALSE
373,21,Female,38.23,9644.11,9,87,2,3,3,56,TRUE,Responded,TRUE
374,56,Female,107.03,7732.31,2,24,7,2,2,151,FALSE,Responded,FALSE
375,37,Male,74.31,6609.45,9,53,1,1,1,256,FALSE,Ignored,FALSE
376,49,Male,175.13,2058.93,2,14,7,4,5,347,TRUE,Responded,FALSE
377,18,Female,171.98,1306.6,15,32,0,4,1,27,FALSE,Responded,FALSE
378,23,Female,76.78,9324.59,14,59,4,0,3,329,TRUE,Unsubscribed,TRUE
379,45,Male,127.92,9999.49,1,17,4,3,2,9,FALSE,Responded,TRUE
380,61,Female,97.43,2771.9,13,19,9,4,5,163,TRUE,Ignored,TRUE
381,48,Male,183.64,3087.51,9,2,5,4,1,349,TRUE,Responded,TRUE
382,27,Male,53.72,1733.39,1,16,4,1,4,167,TRUE,Responded,FALSE
383,37,Male,145.59,4631.08,1,33,9,2,2,128,TRUE,Responded,FALSE
384,39,Female,51.55,7044.91,12,74,2,3,3,357,FALSE,Unsubscribed,FALSE
385,46,Female,144.87,2361.97,19,68,5,0,2,143,TRUE,Responded,FALSE
386,61,Female,108.3,9193.41,7,80,5,1,3,161,FALSE,Ignored,TRUE
387,64,Female,129.74,2886.02,19,94,7,4,1,52,TRUE,Unsubscribed,FALSE
388,18,Male,58.28,6937.47,16,86,3,1,2,232,TRUE,Responded,FALSE
389,56,Female,77.86,9699.27,3,59,7,1,3,186,FALSE,Ignored,TRUE
390,28,Female,100.03,1167.71,18,92,3,2,1,125,FALSE,Ignored,FALSE
391,69,Female,187.42,3947.03,7,27,9,0,1,288,TRUE,Ignored,TRUE
392,52,Male,52.63,4532.02,13,27,5,2,5,143,TRUE,Unsubscribed,FALSE
393,41,Female,92.25,7546.89,15,69,5,1,3,258,TRUE,Unsubscribed,TRUE
394,37,Male,190.38,8188.86,8,30,3,3,3,247,FALSE,Ignored,FALSE
395,44,Female,43.97,9316.32,10,49,8,2,3,114,TRUE,Ignored,FALSE
396,32,Male,185.22,4803.1,8,93,9,2,5,140,TRUE,Unsubscribed,FALSE
397,50,Male,34.59,7221.23,14,62,8,1,4,306,TRUE,Unsubscribed,TRUE
398,69,Female,106.53,3159.59,2,61,0,1,3,323,FALSE,Unsubscribed,FALSE
399,51,Female,57.73,3718.19,3,92,2,2,4,144,TRUE,Ignored,FALSE
400,62,Female,82.54,7009.36,8,41,5,2,5,24,FALSE,Unsubscribed,TRUE
401,68,Female,101.75,2818.76,3,33,9,0,4,307,TRUE,Unsubscribed,TRUE
402,63,Female,175.74,8627.92,8,46,2,2,4,271,TRUE,Unsubscribed,TRUE
403,59,Female,191.91,7928.65,4,15,5,0,5,235,FALSE,Ignored,TRUE
404,47,Male,176.62,3375.28,5,90,9,3,3,149,FALSE,Responded,FALSE
405,35,Female,82.84,2514.98,16,13,8,1,3,255,FALSE,Responded,TRUE
406,53,Male,54.95,3382.86,10,45,3,3,5,52,TRUE,Unsubscribed,FALSE
407,20,Male,94.36,3496.36,7,60,6,1,1,21,FALSE,Responded,TRUE
408,38,Male,114.11,8030.32,6,43,2,3,5,223,TRUE,Unsubscribed,FALSE
409,59,Female,60.5,4031.41,13,53,5,0,2,215,FALSE,Ignored,FALSE
410,31,Male,35.04,7633.32,15,88,8,4,4,251,TRUE,Ignored,FALSE
411,48,Male,188.68,770.69,3,95,9,4,3,305,FALSE,Unsubscribed,FALSE
412,63,Female,41.24,7860.66,17,93,2,0,3,237,FALSE,Ignored,TRUE
413,41,Male,45.36,9698.87,12,55,4,1,5,298,TRUE,Ignored,FALSE
414,52,Female,175.28,9430.11,5,86,1,1,4,75,FALSE,Ignored,FALSE
415,53,Male,65.77,7381.29,19,84,0,3,5,229,TRUE,Ignored,FALSE
416,27,Female,139.87,1323.58,7,89,1,3,3,228,TRUE,Unsubscribed,TRUE
417,44,Female,167.01,5803.16,2,48,9,3,4,171,FALSE,Ignored,TRUE
418,44,Male,129.29,2913.9,5,88,9,1,3,15,FALSE,Responded,TRUE
419,40,Male,192.35,9705.11,8,46,4,1,4,287,FALSE,Ignored,FALSE
420,52,Female,120.51,6981.37,3,95,8,3,3,355,FALSE,Responded,TRUE
421,44,Female,149.27,4435.99,13,97,9,2,4,6,TRUE,Unsubscribed,FALSE
422,69,Female,164.35,3790.09,6,86,2,2,5,315,TRUE,Ignored,FALSE
423,56,Male,24.74,9364.42,13,55,1,0,1,180,TRUE,Unsubscribed,TRUE
424,64,Male,149.4,3386.08,14,95,6,1,5,207,FALSE,Responded,FALSE
425,65,Male,154.43,4068.32,7,26,5,4,3,257,FALSE,Ignored,FALSE
426,58,Female,112.22,7924.37,16,6,3,1,5,68,FALSE,Responded,FALSE
427,28,Male,118.9,9625.49,18,96,7,1,1,90,FALSE,Unsubscribed,FALSE
428,29,Female,146.84,1151.4,5,48,9,3,4,160,TRUE,Responded,FALSE
429,31,Male,186.12,9124.31,14,28,8,3,2,260,TRUE,Unsubscribed,FALSE
430,25,Male,131.07,3751.61,1,90,1,4,5,236,FALSE,Ignored,TRUE
431,48,Male,179.81,4792.63,14,34,9,3,1,328,FALSE,Responded,FALSE
432,24,Female,146.23,4341.97,5,92,9,0,4,349,TRUE,Ignored,TRUE
433,63,Female,32.3,1252.88,4,17,0,1,3,142,FALSE,Unsubscribed,FALSE
434,48,Male,110.15,2553.18,4,17,2,2,2,176,TRUE,Unsubscribed,FALSE
435,33,Female,71.57,7448.49,3,80,0,1,2,14,FALSE,Unsubscribed,TRUE
436,59,Male,71.33,327.77,18,95,0,0,4,143,TRUE,Responded,TRUE
437,61,Female,76.65,349.58,4,60,9,1,3,189,FALSE,Ignored,FALSE
438,36,Male,124.15,8588.14,9,70,5,3,4,151,TRUE,Unsubscribed,FALSE
439,25,Male,143.05,6211.52,2,73,4,0,4,111,TRUE,Unsubscribed,TRUE
440,46,Male,68.37,1782.29,16,17,5,3,4,156,FALSE,Responded,TRUE
441,59,Female,30.59,9671.33,9,93,9,4,4,320,TRUE,Responded,FALSE
442,20,Male,123.64,9352.15,11,6,2,0,4,29,TRUE,Responded,FALSE
443,68,Male,53.5,9223.32,13,1,5,0,3,17,FALSE,Responded,TRUE
444,46,Male,21.66,177.32,13,84,4,4,3,54,FALSE,Unsubscribed,FALSE
445,32,Female,187,5931.23,4,24,6,2,4,116,TRUE,Unsubscribed,FALSE
446,54,Male,171.73,3248.5,10,41,9,4,1,106,TRUE,Ignored,FALSE
447,49,Male,196.98,1621.3,1,99,8,4,2,172,TRUE,Unsubscribed,FALSE
448,47,Female,100.75,4500.49,7,82,6,3,1,192,FALSE,Ignored,TRUE
449,68,Male,27.65,5001.45,9,16,6,0,2,333,FALSE,Responded,TRUE
450,47,Female,88.7,519.64,7,19,6,3,4,86,FALSE,Responded,TRUE
451,68,Female,179.39,3081.44,13,28,0,3,4,163,TRUE,Unsubscribed,TRUE
452,51,Male,46.65,8533.75,8,52,4,1,1,135,TRUE,Responded,TRUE
453,50,Female,22.7,8284.16,11,79,7,4,5,57,TRUE,Ignored,TRUE
454,59,Female,102.33,6636.88,18,48,9,1,4,294,TRUE,Unsubscribed,FALSE
455,34,Male,135.99,7619.41,18,82,9,3,3,272,TRUE,Ignored,FALSE
456,69,Female,189.99,8119.04,10,26,6,3,5,282,TRUE,Responded,FALSE
457,66,Male,151.33,1481.1,13,96,2,1,3,142,FALSE,Ignored,TRUE
458,44,Male,129.64,8068.45,5,88,6,1,2,187,TRUE,Ignored,FALSE
459,45,Female,53.32,9590,9,80,8,0,4,172,FALSE,Responded,FALSE
460,19,Female,21.12,3527.02,10,22,7,0,2,161,FALSE,Ignored,TRUE
461,23,Male,115.78,909.57,2,30,1,3,4,335,TRUE,Unsubscribed,FALSE
462,33,Female,148.57,1446.33,13,68,4,0,1,169,TRUE,Responded,TRUE
463,21,Male,108.9,4903.08,6,10,1,2,3,223,TRUE,Unsubscribed,FALSE
464,64,Male,124.74,1072.56,1,39,0,1,5,296,TRUE,Responded,FALSE
465,61,Male,177.83,6678.56,7,80,8,4,1,162,FALSE,Unsubscribed,TRUE
466,37,Male,156.94,8690.1,7,15,4,4,2,181,TRUE,Unsubscribed,TRUE
467,24,Female,73.59,8770.08,19,82,1,1,5,209,TRUE,Responded,TRUE
468,38,Female,60.86,1258.83,18,59,4,0,4,265,TRUE,Responded,TRUE
469,24,Female,42.53,2455.81,12,68,6,0,3,97,FALSE,Unsubscribed,FALSE
470,69,Male,160.56,5134.25,6,83,2,3,4,273,TRUE,Ignored,TRUE
471,46,Female,94.48,1371.06,10,8,2,1,2,94,TRUE,Responded,FALSE
472,46,Male,47.27,652.33,13,9,5,3,4,166,TRUE,Responded,TRUE
473,56,Female,49.17,9059.51,18,32,9,2,1,130,TRUE,Ignored,FALSE
474,55,Male,193.42,1434.47,5,15,2,2,3,177,TRUE,Ignored,TRUE
475,23,Male,74.89,8511.76,1,79,9,0,2,313,FALSE,Responded,TRUE
476,63,Female,189.46,3575.24,4,21,6,1,1,170,FALSE,Unsubscribed,TRUE
477,27,Female,33.61,8025.92,13,19,5,1,4,111,TRUE,Responded,TRUE
478,31,Male,43.33,2750.07,6,45,8,0,4,17,TRUE,Unsubscribed,TRUE
479,39,Male,20.86,1027.24,8,32,7,0,1,299,FALSE,Responded,FALSE
480,49,Male,119.68,2879,15,66,8,0,4,186,TRUE,Responded,TRUE
481,35,Male,40.5,4767.65,6,91,8,1,3,126,TRUE,Responded,TRUE
482,53,Male,149.96,8193.34,18,25,0,1,4,165,TRUE,Unsubscribed,FALSE
483,69,Male,51.74,9717.21,19,42,9,1,5,289,FALSE,Unsubscribed,FALSE
484,43,Female,149.79,346.96,2,57,7,1,1,171,FALSE,Unsubscribed,FALSE
485,40,Female,81.6,7016.44,5,76,8,0,1,338,FALSE,Responded,TRUE
486,34,Male,87.61,5086.6,9,48,8,0,3,119,FALSE,Responded,TRUE
487,64,Female,130.99,7766.09,6,30,3,4,5,191,FALSE,Unsubscribed,TRUE
488,23,Female,177.54,4804.62,18,43,5,0,5,292,FALSE,Responded,FALSE
489,44,Male,94.6,2920.78,17,58,1,2,2,285,TRUE,Ignored,TRUE
490,28,Female,162.43,9422.7,18,72,8,4,5,227,TRUE,Ignored,TRUE
491,26,Female,106.42,3303.78,9,92,6,0,5,93,FALSE,Ignored,TRUE
492,25,Female,135.9,8154.1,7,8,9,1,3,326,TRUE,Ignored,TRUE
493,63,Male,110.32,7004.26,3,56,4,2,2,88,TRUE,Ignored,FALSE
494,23,Male,166.07,4198.23,6,85,0,0,4,347,FALSE,Responded,FALSE
495,65,Male,105.7,6333.22,5,18,3,3,5,277,TRUE,Unsubscribed,FALSE
496,21,Female,48.7,2081.69,16,62,9,1,2,228,TRUE,Responded,FALSE
497,32,Female,95.07,6266.97,16,69,0,0,4,166,TRUE,Unsubscribed,FALSE
498,36,Male,96.83,1235.46,4,70,2,2,3,39,FALSE,Unsubscribed,TRUE
499,22,Female,43.69,3148.86,8,45,5,1,3,35,TRUE,Unsubscribed,TRUE
500,35,Male,27.06,4351.72,9,55,1,2,5,341,FALSE,Ignored,FALSE
501,23,Male,24.54,3220,5,33,0,3,2,271,FALSE,Responded,FALSE
502,48,Male,68.88,794.72,18,77,7,0,3,31,FALSE,Ignored,TRUE
503,42,Male,103.13,5057.51,13,56,6,0,4,55,FALSE,Unsubscribed,TRUE
504,21,Female,150.72,9639.63,15,66,3,3,3,90,FALSE,Ignored,FALSE
505,23,Female,105.48,6156.66,10,13,8,4,5,167,TRUE,Ignored,FALSE
506,58,Female,182.73,3070.32,5,26,1,1,1,225,FALSE,Unsubscribed,TRUE
507,54,Male,26.34,9565.88,4,65,2,1,3,354,FALSE,Unsubscribed,FALSE
508,67,Male,52.52,3953.45,19,70,6,4,5,276,FALSE,Responded,FALSE
509,36,Male,173.49,9533.82,5,41,4,2,3,255,FALSE,Unsubscribed,TRUE
510,51,Female,83.04,9154.57,9,18,0,1,3,54,FALSE,Unsubscribed,FALSE
511,32,Male,68.24,1565.24,17,29,5,0,4,201,FALSE,Ignored,TRUE
512,61,Female,88.34,9058.94,12,94,2,1,3,359,TRUE,Ignored,FALSE
513,64,Male,122.88,4980.44,9,66,2,2,2,90,TRUE,Responded,FALSE
514,51,Female,20.29,790.9,1,51,6,2,4,38,TRUE,Responded,FALSE
515,47,Female,160.24,1578.82,10,57,2,0,2,231,FALSE,Unsubscribed,TRUE
516,50,Male,116.66,692.48,1,17,6,1,3,122,TRUE,Responded,TRUE
517,52,Female,196.19,3091.85,8,91,0,0,1,334,TRUE,Responded,FALSE
518,69,Female,91.31,6804.4,16,78,8,3,1,161,FALSE,Responded,TRUE
519,43,Male,31.41,3374.18,11,24,8,1,3,285,TRUE,Unsubscribed,FALSE
520,59,Female,189.89,5643.48,2,66,4,0,2,338,FALSE,Unsubscribed,FALSE
521,64,Male,143.62,4834.33,3,63,7,3,3,81,FALSE,Responded,TRUE
522,36,Female,195.46,2664.29,10,22,3,2,1,108,TRUE,Unsubscribed,TRUE
523,25,Female,188.02,7362.35,6,29,4,0,2,130,FALSE,Ignored,FALSE
524,21,Female,65.51,9374.94,15,98,5,3,4,130,FALSE,Responded,FALSE
525,66,Female,156.41,7761.24,16,11,5,0,2,360,TRUE,Responded,TRUE
526,30,Female,20.01,4115.78,8,25,2,4,2,215,TRUE,Responded,FALSE
527,55,Female,65.76,5971.03,5,26,4,0,4,127,TRUE,Responded,FALSE
528,63,Male,154.84,7490.33,4,54,8,1,4,331,TRUE,Ignored,FALSE
529,66,Female,115.82,4200.79,8,8,0,3,5,133,TRUE,Ignored,FALSE
530,63,Female,40.69,3666.46,10,21,0,2,2,46,FALSE,Unsubscribed,TRUE
531,69,Male,87.6,7388.98,8,63,4,0,1,88,TRUE,Unsubscribed,TRUE
532,67,Male,122.27,8401.24,12,63,9,4,3,64,TRUE,Ignored,TRUE
533,44,Female,171.35,7856.73,14,16,3,4,3,329,TRUE,Unsubscribed,TRUE
534,67,Male,109.5,6141.11,3,5,8,4,4,291,TRUE,Unsubscribed,TRUE
535,64,Female,90.56,7862.42,8,95,8,3,5,302,TRUE,Ignored,FALSE
536,21,Male,164.87,7501.01,13,86,5,4,4,187,FALSE,Unsubscribed,FALSE
537,28,Female,148.41,4144.24,1,2,8,3,5,189,FALSE,Unsubscribed,TRUE
538,38,Male,93.56,978.7,6,51,2,1,5,183,FALSE,Unsubscribed,TRUE
539,60,Male,113.32,5550.73,1,24,3,2,5,24,TRUE,Responded,TRUE
540,19,Female,139.73,4597.85,4,65,8,2,5,356,FALSE,Ignored,TRUE
541,38,Female,49.67,2603.51,11,15,0,4,1,121,TRUE,Responded,FALSE
542,34,Male,24.9,8931.92,18,92,5,4,1,93,FALSE,Responded,TRUE
543,68,Male,127.21,487.35,9,38,0,0,2,91,TRUE,Ignored,TRUE
544,44,Male,144.66,4302.65,16,99,0,4,4,216,FALSE,Responded,FALSE
545,41,Female,167.54,8630.21,11,77,5,2,2,254,TRUE,Responded,TRUE
546,56,Male,173.11,8406.39,4,79,7,2,3,126,TRUE,Ignored,FALSE
547,27,Male,123.5,2554.48,5,18,7,0,1,242,TRUE,Responded,FALSE
548,62,Female,146.84,860.5,4,72,0,3,5,52,TRUE,Responded,TRUE
549,54,Female,146.96,9241.08,9,66,4,1,3,283,TRUE,Unsubscribed,TRUE
550,44,Female,85.82,4980.87,9,72,1,2,3,256,TRUE,Ignored,FALSE
551,22,Male,91.17,8456.53,18,58,6,3,1,59,TRUE,Responded,TRUE
552,59,Male,61.51,7958.14,18,76,7,1,4,290,FALSE,Unsubscribed,TRUE
553,28,Male,81.92,6680.32,6,58,9,0,4,168,TRUE,Responded,FALSE
554,30,Female,190.69,9784.47,17,11,2,1,2,340,TRUE,Unsubscribed,TRUE
555,51,Female,64.28,2820.96,19,15,3,0,3,5,TRUE,Ignored,TRUE
556,55,Male,124.96,7911.24,4,94,3,1,5,204,FALSE,Unsubscribed,TRUE
557,50,Male,105.21,4055.25,1,27,6,1,2,86,TRUE,Ignored,FALSE
558,44,Female,61.47,2222.16,3,42,9,2,4,143,FALSE,Unsubscribed,TRUE
559,53,Male,96.8,7992.66,12,81,1,3,3,79,TRUE,Responded,TRUE
560,43,Female,129.89,2560,19,42,5,3,3,75,TRUE,Responded,FALSE
561,68,Female,118.21,9978.79,1,46,4,1,4,146,FALSE,Ignored,FALSE
562,42,Female,195.45,6970.48,14,96,3,3,1,110,TRUE,Responded,TRUE
563,38,Female,153.19,5747.32,2,70,4,1,5,195,TRUE,Responded,FALSE
564,48,Female,194.05,6147.64,16,78,1,0,2,215,TRUE,Unsubscribed,FALSE
565,26,Female,83.97,1701.24,7,22,0,2,5,147,FALSE,Responded,FALSE
566,36,Female,27.9,2796.72,13,3,1,3,3,209,FALSE,Responded,FALSE
567,43,Female,53.16,7124.95,19,33,0,1,1,120,FALSE,Ignored,TRUE
568,60,Male,155.86,3530.69,6,7,9,4,3,329,FALSE,Ignored,TRUE
569,46,Female,116.46,1890.31,15,66,4,3,2,214,TRUE,Unsubscribed,TRUE
570,36,Female,167.68,5996.39,2,53,2,0,4,298,TRUE,Ignored,TRUE
571,63,Male,90.7,7601.57,6,59,4,1,5,87,TRUE,Responded,FALSE
572,18,Female,25.27,706.88,18,46,2,1,1,346,FALSE,Unsubscribed,TRUE
573,21,Female,183.49,5717.67,2,77,9,2,5,217,TRUE,Unsubscribed,FALSE
574,45,Female,79.8,3411.99,8,68,7,0,1,16,FALSE,Unsubscribed,FALSE
575,53,Female,198.11,4636.96,5,87,7,0,4,240,FALSE,Unsubscribed,TRUE
576,37,Female,85.88,1582.79,3,6,6,4,1,24,TRUE,Responded,FALSE
577,52,Male,38.36,1723.64,13,85,0,2,4,171,TRUE,Ignored,FALSE
578,68,Male,161.81,3854.43,6,11,7,2,2,90,TRUE,Unsubscribed,TRUE
579,68,Female,147.45,7498.84,4,61,5,1,5,97,TRUE,Responded,TRUE
580,56,Female,185.94,8329.91,10,90,8,2,4,232,TRUE,Ignored,FALSE
581,18,Female,150.33,6740.03,12,95,8,1,5,301,TRUE,Responded,TRUE
582,54,Female,56.61,8917.81,3,26,0,4,5,204,FALSE,Responded,TRUE
583,63,Female,51.7,9691.03,12,70,8,4,4,44,TRUE,Unsubscribed,TRUE
584,59,Female,77.57,1332.16,12,28,7,1,4,291,TRUE,Ignored,FALSE
585,20,Male,167.03,898.67,2,65,4,1,2,28,TRUE,Responded,FALSE
586,51,Female,117.12,8017.33,18,34,0,1,1,329,FALSE,Ignored,FALSE
587,33,Male,103.5,2026.29,2,74,7,0,3,336,FALSE,Unsubscribed,TRUE
588,51,Female,143.12,8832.16,8,79,5,3,4,78,TRUE,Unsubscribed,FALSE
589,30,Male,123.04,3252.87,13,40,7,2,4,302,FALSE,Responded,TRUE
590,23,Female,60.46,8437.46,18,24,2,4,5,53,FALSE,Ignored,TRUE
591,56,Female,172.59,8602.68,8,53,2,1,1,126,TRUE,Ignored,FALSE
592,19,Female,121.05,6093.37,13,70,0,0,3,233,TRUE,Responded,FALSE
593,28,Female,148.38,5704.28,7,35,6,2,2,187,TRUE,Responded,TRUE
594,24,Male,196.74,5800.8,3,96,6,2,5,212,FALSE,Ignored,TRUE
595,56,Female,178.59,6226.78,19,79,2,4,4,255,FALSE,Responded,TRUE
596,56,Male,21.31,2511.44,13,28,1,3,1,305,TRUE,Responded,TRUE
597,29,Male,26.01,1858.56,19,28,9,0,4,348,FALSE,Unsubscribed,TRUE
598,39,Male,76.06,7087.23,18,86,4,0,4,145,TRUE,Unsubscribed,FALSE
599,68,Male,64.69,6252.13,15,18,3,4,3,167,FALSE,Unsubscribed,FALSE
600,69,Male,77.31,6499.91,7,9,7,2,4,352,FALSE,Responded,TRUE
601,20,Male,151.21,1499.01,3,46,5,1,3,280,FALSE,Responded,TRUE
602,47,Male,162.03,1021.36,14,21,4,2,4,228,FALSE,Responded,TRUE
603,69,Female,171.73,6019.71,9,88,3,1,1,109,TRUE,Unsubscribed,FALSE
604,26,Female,94.64,8399.04,10,2,9,1,3,290,FALSE,Responded,TRUE
605,23,Female,95.83,8949.29,8,39,5,4,3,25,TRUE,Responded,TRUE
606,61,Female,186.73,4060.43,19,57,5,3,3,335,FALSE,Responded,TRUE
607,19,Male,139.12,5629.97,2,76,9,1,3,229,TRUE,Ignored,TRUE
608,61,Female,34.48,8111.08,12,25,3,2,4,158,FALSE,Unsubscribed,FALSE
609,39,Female,130.19,1813.42,1,77,2,4,5,288,TRUE,Ignored,FALSE
610,43,Female,72,4028.51,5,66,7,0,4,119,FALSE,Responded,TRUE
611,46,Female,184.82,1446.83,8,11,4,0,4,149,FALSE,Responded,TRUE
612,62,Female,23.46,2829.09,3,93,8,1,4,39,TRUE,Responded,TRUE
613,59,Male,122.58,2471.84,2,49,0,4,2,306,FALSE,Responded,FALSE
614,39,Male,73.04,7369.53,14,22,8,1,5,301,FALSE,Ignored,TRUE
615,24,Male,172.83,7198.05,11,76,8,2,3,285,FALSE,Responded,TRUE
616,44,Male,117.24,884.45,8,56,6,2,4,82,TRUE,Unsubscribed,TRUE
617,48,Male,133.74,279.91,6,43,2,4,4,234,FALSE,Ignored,FALSE
618,23,Male,192.06,3590.7,11,96,4,4,2,345,TRUE,Unsubscribed,TRUE
619,55,Female,194.13,5987.01,2,73,5,2,1,55,TRUE,Responded,TRUE
620,55,Male,193.09,9293.56,1,23,0,0,1,141,TRUE,Responded,TRUE
621,67,Female,137.04,7226.54,4,40,5,3,2,206,FALSE,Ignored,TRUE
622,50,Male,103.88,9513.84,13,35,8,0,3,92,FALSE,Ignored,FALSE
623,34,Female,25.09,5819.54,3,53,9,2,2,277,FALSE,Unsubscribed,FALSE
624,30,Male,156.25,3942.18,9,37,0,3,3,233,FALSE,Responded,FALSE
625,47,Female,81.14,7973.83,7,50,6,3,3,235,FALSE,Ignored,TRUE
626,18,Male,134.83,6557.34,2,19,2,2,5,22,TRUE,Responded,TRUE
627,57,Female,115.68,2178.21,14,55,0,2,1,158,TRUE,Unsubscribed,FALSE
628,37,Male,189.37,5838.93,15,58,5,1,4,156,TRUE,Responded,FALSE
629,23,Female,123.61,2818.49,17,48,9,0,5,167,FALSE,Responded,FALSE
630,37,Male,32.21,6645.37,14,86,8,3,4,10,TRUE,Responded,FALSE
631,54,Male,191.4,1358.15,7,65,0,2,1,315,FALSE,Responded,TRUE
632,23,Female,115.05,4379.57,19,42,6,3,1,254,FALSE,Ignored,TRUE
633,30,Male,29.05,5471.75,9,18,6,2,5,251,TRUE,Unsubscribed,FALSE
634,44,Female,95.76,5266.95,15,34,5,2,3,56,FALSE,Responded,TRUE
